probeset_id	array_01.cel	array_02.cel	array_03.cel	array_04.cel	array_05.cel	array_06.cel	array_07.cel	array_08.cel	array_09.cel	array_10.cel	array_11.cel	array_12.cel	array_13.cel	array_14.cel	array_15.cel	array_16.cel	array_17.cel	array_18.cel
AFFX-BkGr23-GC5_st	0.45158	0.61309	0.69837	0.62631	0.63820	0.67095	0.52317	0.64244	0.60133	0.78273	0.64630	0.56035	0.72587	0.63188	0.63579	0.61902	0.65490	0.65698
AFFX-BkGr23-GC4_st	0.62034	0.69218	0.66843	0.66020	0.61490	0.69028	0.66834	0.81698	0.69053	0.79020	0.59288	0.58104	0.69101	0.61739	0.63422	0.54261	0.67968	0.56858
AFFX-BkGr23-GC3_st	0.35365	0.59588	0.57608	0.86295	0.65063	0.59168	0.63039	0.90938	0.59199	0.68259	0.65793	0.57501	0.56227	0.59863	0.80218	0.57768	0.56400	0.61744
AFFX-BkGr23-GC23_st	2.82234	2.88056	2.83478	2.95507	3.21258	2.96696	2.17591	3.28977	2.65486	2.52313	2.73588	3.02064	4.18823	4.41751	4.29466	4.39079	4.50019	3.81069
AFFX-BkGr23-GC22_st	1.97608	1.94045	1.90774	1.86378	1.96441	2.14002	1.91654	2.00715	1.65520	1.56066	2.12348	2.06905	3.20636	3.14600	3.15694	3.33925	3.42342	3.14246
AFFX-BkGr23-GC21_st	1.71007	1.53875	1.54852	1.38221	1.86864	1.57371	1.63797	1.57894	1.26493	1.50176	1.71460	1.82893	2.69711	2.95435	2.68128	3.11636	2.75018	2.80378
AFFX-BkGr23-GC20_st	1.15211	1.17759	1.11918	1.02371	1.07431	1.16396	0.94942	1.36086	1.01839	0.97432	0.92080	1.25671	2.08182	1.85893	2.06298	2.20695	1.87718	2.16370
AFFX-BkGr23-GC19_st	1.00224	1.02753	1.01885	0.93946	0.94882	0.96485	1.00528	1.01019	0.76496	0.90685	0.85116	1.10306	1.66616	1.79954	1.72752	1.67267	1.75255	1.60735
AFFX-BkGr23-GC18_st	0.92426	0.98324	0.87489	0.88935	0.95562	1.04236	1.08076	0.97139	0.78722	0.79438	0.95164	1.17727	1.43176	1.55781	1.39717	1.31580	1.59799	1.43358
AFFX-BkGr23-GC17_st	0.80453	0.84142	0.84356	0.83974	0.89133	0.90326	0.84302	0.90082	0.75221	0.76724	0.78179	0.93861	1.20286	1.25124	1.10672	0.96858	1.22185	1.22460
AFFX-BkGr23-GC16_st	0.77335	0.78950	0.57151	0.66720	0.66845	0.68154	0.66885	0.73434	0.62205	0.56476	0.62152	0.60069	0.86370	0.74485	0.74207	0.77647	0.73899	0.90845
AFFX-BkGr23-GC15_st	0.74426	0.60709	0.78018	0.81175	0.60295	0.72951	0.68698	0.65624	0.74055	0.72695	0.61225	0.59565	0.89968	0.70856	0.72344	0.69333	0.91388	0.73141
AFFX-BkGr23-GC14_st	0.59643	0.69095	0.62452	0.65605	0.60498	0.61437	0.66071	0.61264	0.62863	0.66553	0.61534	0.54672	0.68090	0.55485	0.72322	0.67240	0.58297	0.76882
AFFX-BkGr23-GC13_st	0.58174	0.62821	0.62334	0.64595	0.63468	0.67233	0.66422	0.79372	0.67691	0.69329	0.53639	0.57209	0.76361	0.65147	0.76312	0.63375	0.69585	0.63113
AFFX-BkGr23-GC12_st	0.62828	0.78984	0.71239	0.61936	0.66833	0.60278	0.65186	0.64237	0.59482	0.59899	0.64420	0.64885	0.57682	0.62741	0.56082	0.66102	0.72589	0.64880
AFFX-BkGr23-GC11_st	0.55455	0.53330	0.68037	0.66328	0.54506	0.69196	0.64831	0.64564	0.58185	0.63631	0.63479	0.64221	0.59217	0.74530	0.65989	0.58418	0.68495	0.65196
AFFX-BkGr23-GC10_st	0.55603	0.66516	0.58616	0.72251	0.76477	0.65084	0.72804	0.74842	0.70673	0.67601	0.72227	0.65131	0.71712	0.65104	0.70051	0.73625	0.56954	0.55572
AFFX-BkGr21-GC9_st	0.49032	0.54412	0.56217	0.64258	0.63049	0.62109	0.56305	0.74394	0.55422	0.65802	0.60340	0.58898	0.67219	0.56699	0.60301	0.63791	0.58257	0.54924
AFFX-BkGr21-GC8_st	0.53476	0.52552	0.53797	0.54563	0.63986	0.57434	0.45682	0.48548	0.53673	0.55032	0.70853	0.47622	0.52051	0.53954	0.50776	0.48502	0.66411	0.56322
AFFX-BkGr21-GC7_st	0.62418	0.68255	0.62225	0.80094	0.66099	0.59396	0.61344	0.57916	0.72773	0.65476	0.62860	0.57695	0.67758	0.63243	0.59622	0.60008	0.65952	0.60769
AFFX-BkGr21-GC6_st	0.48723	0.56883	0.60242	0.60637	0.43340	0.74013	0.57850	0.48258	0.63150	0.63943	0.54204	0.57601	0.64476	0.69652	0.53459	0.54482	0.61651	0.55440
AFFX-BkGr21-GC5_st	0.43665	0.58824	0.54491	0.56380	0.56323	0.57481	0.83163	0.67260	0.61660	0.52920	0.58141	0.44523	0.53510	0.55682	0.59328	0.53041	0.51155	0.59077
AFFX-BkGr21-GC4_st	0.50105	0.57502	0.60087	0.58127	0.48360	0.66358	0.68639	0.55820	0.64405	0.59625	0.67632	0.57661	0.62770	0.58411	0.49853	0.58338	0.63453	0.66950
AFFX-BkGr21-GC3_st	0.54037	0.53112	0.64347	0.68461	0.56120	0.61017	0.63109	0.58205	0.72346	0.44723	0.75305	0.42591	0.61486	0.51321	0.51276	0.55989	0.48342	0.52861
AFFX-BkGr21-GC21_st	1.76253	1.55794	1.37697	1.40019	1.76058	1.27517	1.78271	1.57470	0.74950	2.16359	1.51008	1.16844	3.16226	3.54198	3.25971	2.59435	3.32858	2.92832
AFFX-BkGr21-GC20_st	1.97136	1.93432	1.70319	1.73050	1.92862	1.71648	1.75965	1.74179	1.59047	1.61167	1.82461	1.99977	2.99566	3.10980	3.08913	3.01722	3.03763	2.89581
AFFX-BkGr21-GC19_st	1.42548	1.31856	1.29896	1.40500	1.40678	1.26152	1.39221	1.36157	1.02018	1.08877	1.31638	1.47317	2.13648	2.56347	2.40558	2.51323	2.40707	2.64790
AFFX-BkGr21-GC18_st	1.07325	1.11623	0.94972	1.05153	1.07110	1.00052	0.95495	1.10580	0.85695	0.95257	0.95767	0.95541	1.40022	1.50831	1.62863	1.40096	1.50024	1.80323
AFFX-BkGr21-GC17_st	1.13608	1.35628	1.00173	1.21973	1.18768	1.33300	1.19844	1.48568	1.03039	1.06762	1.29934	1.41443	1.90623	1.67415	2.16443	2.02876	1.94443	1.76732
AFFX-BkGr21-GC16_st	1.01026	0.95294	0.75671	0.87658	1.00162	0.89211	0.94775	1.01834	0.88851	0.88224	0.90356	1.12406	1.22970	1.31130	1.36047	1.43966	1.38199	1.20750
AFFX-BkGr21-GC15_st	0.71137	0.73091	0.66033	0.73386	0.72985	0.77631	0.73056	0.85408	0.57303	0.55410	0.64172	0.65626	0.77852	0.77055	1.06190	0.72080	1.08638	0.72102
AFFX-BkGr21-GC14_st	0.58726	0.64639	0.63099	0.62220	0.60170	0.63917	0.62851	0.61028	0.68810	0.73657	0.62806	0.64139	0.57062	0.78455	0.79809	0.56976	0.68999	0.58976
AFFX-BkGr21-GC13_st	0.64604	0.71322	0.68126	0.86215	0.72615	0.70279	0.70545	0.60613	0.72389	0.81808	0.58396	0.65870	0.63001	0.70432	0.62251	0.65535	0.72462	0.78567
AFFX-BkGr21-GC12_st	0.53809	0.71202	0.49248	0.64737	0.56327	0.68748	0.58425	0.61146	0.59935	0.57467	0.67105	0.62691	0.55407	0.72723	0.65864	0.66264	0.54591	0.69145
AFFX-BkGr21-GC11_st	0.57330	0.65529	0.66071	0.60837	0.65790	0.67919	0.65869	0.59238	0.74977	0.65801	0.52768	0.68509	0.61448	0.62570	0.54055	0.62789	0.59747	0.64321
AFFX-BkGr21-GC10_st	0.54254	0.62649	0.68508	0.56568	0.67613	0.57500	0.54865	0.58800	0.51740	0.57698	0.44934	0.58327	0.54877	0.58424	0.52951	0.59018	0.72136	0.74295
AFFX-BkGr19-GC9_st	0.60221	0.72469	0.82852	0.70437	0.62436	0.60790	0.60575	0.47544	0.67868	0.61755	0.59117	0.56023	0.67551	0.73458	0.52475	0.68358	0.66665	0.73667
AFFX-BkGr19-GC8_st	0.48037	0.57602	0.57054	0.65517	0.63333	0.64530	0.61744	0.60401	0.59039	0.59070	0.62964	0.63160	0.55635	0.60490	0.65167	0.63014	0.60939	0.50269
AFFX-BkGr19-GC7_st	0.48959	0.71914	0.64064	0.57737	0.63841	0.59313	0.58025	0.58268	0.56070	0.61494	0.54382	0.57482	0.63102	0.55315	0.48776	0.58573	0.83298	0.56101
AFFX-BkGr19-GC6_st	0.51553	0.66241	0.59469	0.65958	0.62640	0.52215	0.68037	0.55890	0.59457	0.57723	0.63087	0.60525	0.53362	0.63257	0.62021	0.53177	0.55039	0.61692
AFFX-BkGr19-GC5_st	0.64996	0.66999	0.53344	0.65048	0.61091	0.63681	0.67364	0.70229	0.80604	0.61187	0.76688	0.60523	0.67718	0.53157	0.55547	0.64242	0.63412	0.54836
AFFX-BkGr19-GC4_st	0.59946	0.62842	0.58655	0.57776	0.63982	0.61144	0.76174	0.63113	0.65000	0.64398	0.79306	0.63457	0.69111	0.69061	0.77039	0.56457	0.60227	0.79052
AFFX-BkGr19-GC3_st	0.66565	0.64537	0.56404	0.66181	0.73018	0.70007	0.59695	0.79495	0.68207	0.55861	0.53052	0.67485	0.64159	0.44574	0.49029	0.62711	0.63001	0.58216
AFFX-BkGr19-GC19_st	2.53745	2.73596	2.00757	2.89109	1.93141	2.54207	2.14788	2.44715	1.69110	1.76512	1.93938	1.98210	3.71727	4.10513	3.82404	3.23504	3.46072	3.35706
AFFX-BkGr19-GC18_st	1.80169	1.65251	1.59194	1.71643	1.79376	1.48945	1.85594	1.75852	1.53432	1.58627	1.68917	1.88305	3.00931	3.20287	2.86513	2.74247	2.94436	2.68709
AFFX-BkGr19-GC17_st	1.55585	1.44050	1.37315	0.99625	1.42908	1.29961	1.38063	1.55780	1.38868	0.89055	1.46925	1.55540	2.14018	2.42675	2.63507	2.52357	2.33793	2.26410
AFFX-BkGr19-GC16_st	1.36270	1.39200	1.35647	1.19968	1.28936	1.24795	1.31945	1.43860	1.23119	1.03756	1.32832	1.28285	1.46939	2.03854	1.94837	1.63162	1.49249	1.81153
AFFX-BkGr19-GC15_st	1.03096	0.84196	0.84240	0.92995	0.93601	0.77673	0.86849	0.99429	0.83542	0.71160	0.84700	1.00940	1.28544	1.21178	1.38141	1.21486	1.18254	1.46904
AFFX-BkGr19-GC14_st	0.76028	0.70236	0.61904	0.70842	0.76595	0.66651	0.60645	0.64636	0.75269	0.63383	0.67729	0.70515	0.83975	1.02829	0.96138	0.97974	0.79614	0.86274
AFFX-BkGr19-GC13_st	0.72314	0.57110	0.77371	0.79375	0.75826	0.62683	0.75623	0.74014	0.77142	0.78056	0.65555	0.87924	0.75510	0.80631	0.67371	0.69419	0.66450	0.74646
AFFX-BkGr19-GC12_st	0.74917	0.70087	0.68757	0.80733	0.72755	0.56589	0.69206	0.71552	0.58932	0.67819	0.81593	0.70753	0.73769	0.70846	0.74570	0.61867	0.78877	0.68722
AFFX-BkGr19-GC11_st	0.55607	0.59594	0.73972	0.60172	0.48952	0.66611	0.63168	0.67492	0.69316	0.66240	0.64945	0.74721	0.57665	0.69033	0.67344	0.73764	0.80067	0.64078
AFFX-BkGr19-GC10_st	0.63148	0.50051	0.61641	0.59237	0.59019	0.61448	0.58240	0.57680	0.51157	0.65674	0.56841	0.67283	0.60798	0.59879	0.47307	0.64242	0.54720	0.55611
AFFX-BkGr17-GC9_st	0.52512	0.62412	0.48153	0.67394	0.49960	0.51005	0.51487	0.54160	0.62350	0.55410	0.67435	0.62428	0.58564	0.60481	0.54171	0.55547	0.54241	0.49071
AFFX-BkGr17-GC8_st	0.53405	0.65371	0.61422	0.65266	0.56178	0.60549	0.66340	0.62666	0.61562	0.65732	0.59940	0.70761	0.50312	0.63650	0.60624	0.58630	0.63591	0.66147
AFFX-BkGr17-GC7_st	0.61121	0.56751	0.57582	0.68923	0.64797	0.55058	0.66948	0.58030	0.61508	0.61881	0.63613	0.62528	0.64076	0.63224	0.56359	0.72659	0.69882	0.56760
AFFX-BkGr17-GC6_st	0.58945	0.56350	0.74971	0.59347	0.65036	0.76155	0.66896	0.65783	0.66033	0.64167	0.71377	0.66653	0.56848	0.63134	0.61622	0.68660	0.74752	0.64256
AFFX-BkGr17-GC5_st	0.57670	0.61817	0.57659	0.61259	0.67081	0.72729	0.59354	0.75331	0.58093	0.51041	0.50504	0.67883	0.58408	0.62188	0.77600	0.68469	0.62540	0.39078
AFFX-BkGr17-GC4_st	0.49546	0.57797	0.57797	0.55495	0.58931	0.57899	0.52875	0.65726	0.59397	0.59995	0.58823	0.58323	0.60388	0.63772	0.56614	0.64288	0.55550	0.56594
AFFX-BkGr17-GC3_st	0.53917	0.67198	0.77927	0.80484	0.68548	0.66050	0.66104	0.65570	0.80641	0.69788	0.67286	0.66882	0.64506	0.73091	0.58185	0.67203	0.68976	0.53053
AFFX-BkGr17-GC17_st	3.48155	3.63574	3.68067	3.62171	3.32680	2.98017	3.38305	3.21258	3.27998	3.08255	3.18780	2.65906	4.44197	4.61323	3.72501	4.56429	4.46913	4.38621
AFFX-BkGr17-GC16_st	1.66680	1.59666	1.47848	1.45794	1.56686	1.49307	1.40867	1.49043	1.38369	1.18396	1.28595	1.67335	2.41587	2.56554	2.32888	2.42114	2.38791	2.14780
AFFX-BkGr17-GC15_st	1.17319	1.26552	1.12420	1.10592	1.14304	1.20553	1.43303	1.17784	1.13331	1.04356	1.27601	1.14017	2.02420	1.76107	1.92301	1.68869	1.75972	1.56842
AFFX-BkGr17-GC14_st	1.11977	1.09053	1.08380	1.01393	1.01472	1.14277	0.89204	1.09633	0.89827	0.99115	0.91481	1.12582	1.40958	1.43940	1.58544	1.31829	1.21169	1.42117
AFFX-BkGr17-GC13_st	0.76488	0.72114	0.77235	0.65317	0.81372	0.83257	0.66740	0.78530	0.62680	0.82559	0.73805	0.78651	1.07478	0.94804	1.00958	0.98363	0.85004	1.01989
AFFX-BkGr17-GC12_st	0.63514	0.64125	0.66330	0.65848	0.66712	0.66244	0.64530	0.55470	0.62227	0.64766	0.65400	0.69442	0.72180	0.83020	0.77013	0.80367	0.76329	0.69120
AFFX-BkGr17-GC11_st	0.49183	0.50182	0.50874	0.60704	0.58162	0.59982	0.52856	0.56563	0.66469	0.58534	0.43812	0.68631	0.59632	0.65534	0.57828	0.56099	0.54288	0.50798
AFFX-BkGr17-GC10_st	0.64863	0.59152	0.57327	0.57407	0.60763	0.56242	0.65322	0.73494	0.61284	0.63432	0.60585	0.62926	0.64101	0.58973	0.67422	0.59477	0.66146	0.75625
200000_s_st	0.94937	0.75658	0.62449	0.68615	0.47113	0.81331	0.79529	0.57819	0.68615	0.47113	0.94937	0.52140	0.86155	0.77039	0.69789	0.70077	1.00721	0.93996
200001_st	0.75941	1.07871	0.78468	0.91926	1.00925	0.74165	1.54415	1.05835	0.60673	1.00925	0.86862	0.56886	0.84544	0.85503	1.25182	0.85097	1.35724	0.79040
200002_st	0.73028	0.87014	0.55051	0.38231	0.67960	1.05165	0.57620	0.73028	0.82286	0.61992	1.31891	0.91302	0.30841	0.32458	0.89516	0.51106	0.89338	1.49785
200003_s_st	1.40044	0.81158	1.12328	1.12960	1.51182	2.00481	1.25941	1.15207	1.00533	0.85149	1.61914	1.40975	1.60112	1.43058	1.43322	1.55823	1.91507	1.12483
200004_st	0.94725	1.35525	0.89551	0.73532	0.94467	0.70248	0.83784	0.74913	0.73532	0.65701	1.02422	0.70590	0.81960	0.58968	0.51718	0.65638	0.52119	0.72946
200005_st	1.22752	1.08540	1.56600	1.16210	1.09347	1.52638	0.98735	1.06797	1.24637	0.91332	1.37090	0.86451	1.37692	1.48917	1.13335	1.29777	0.87842	1.51703
200006_st	0.86044	0.89409	0.95777	0.96578	0.72384	0.97442	0.89854	0.65783	0.97442	0.72384	0.49897	0.66842	0.54505	0.93457	0.71267	0.86787	1.18270	1.17606
200007_st	0.85740	0.76666	1.49138	1.31638	0.91407	0.90507	0.99265	1.22549	0.76358	1.09785	0.61635	0.94085	1.18969	1.51382	0.54555	0.97838	0.94432	1.00232
200008_s_st	1.02223	0.55691	0.77125	0.99474	0.56951	0.79176	0.79508	0.83718	0.81088	1.03861	0.64455	0.87182	0.85520	0.78468	0.75561	0.79508	0.80016	0.79841
200009_st	0.79443	0.60396	0.60791	1.18800	0.90483	0.55223	0.71745	0.47885	1.16242	0.78416	0.55223	0.66157	0.68996	0.63900	0.52601	0.66521	0.35863	0.69549
200010_st	1.43141	0.93940	1.41586	1.22156	1.45384	1.48533	1.69730	1.46065	1.81134	1.18876	1.06644	1.33585	1.18265	1.33745	0.86341	1.45021	1.53670	1.10938
200011_s_st	0.65248	0.66338	0.85579	0.62449	0.38266	0.62449	0.36404	1.12286	0.88839	0.76756	0.59771	0.50083	0.31683	0.36677	0.65128	0.54555	0.64629	0.48667
200012_x_st	2.27527	2.18983	1.91402	1.91307	1.61094	2.19598	2.08214	1.28752	1.89865	2.11580	1.38064	1.73118	1.11641	2.05336	1.87182	1.79457	1.43848	1.75685
200013_st	1.67369	1.90816	1.96101	1.65285	1.52607	1.71406	1.34935	1.61018	1.72511	1.95962	1.47234	1.35978	1.27120	1.46281	1.99292	2.36320	1.74437	1.78305
200014_s_st	0.66539	0.75935	0.71171	1.07899	0.82075	0.75319	0.48404	0.82190	1.30801	0.65783	0.59536	0.50083	0.49705	0.77316	0.85980	1.04787	0.55675	0.55866
200015_s_st	0.67508	0.59168	0.86007	0.70391	0.78501	0.89670	0.58497	0.71771	0.75443	0.89670	0.86862	0.58168	0.83814	1.13991	0.89582	0.40923	0.54867	0.93935
200016_x_st	0.97350	1.21124	1.35950	1.00699	0.87468	0.94102	0.68655	1.04401	1.00699	0.63118	0.91994	1.08535	1.40605	0.84530	1.01265	0.79381	0.91171	1.13273
200017_st	1.01800	0.70680	2.01218	0.88601	1.20660	1.10982	1.01623	1.56570	1.05726	0.78055	0.91400	0.89409	1.13291	0.90500	1.15206	1.48072	2.05102	1.02753
200018_st	2.09062	1.11453	1.15078	1.47475	2.02081	1.31457	2.22980	1.64728	1.95349	2.24320	1.53934	1.55878	1.84795	1.50502	1.32931	1.94905	2.02882	1.78034
200019_s_st	1.15017	1.05315	0.96363	1.11621	0.92432	1.41162	0.94627	1.12286	1.06523	1.19205	1.09906	1.10339	1.66273	1.50487	1.34837	1.62564	1.15960	2.38682
200020_st	0.66848	0.75534	0.84390	1.03557	0.96905	0.91158	1.09630	1.48055	1.35805	1.06890	0.65008	0.91190	1.09352	0.60966	1.05980	0.71320	1.27146	0.87087
200021_st	2.49847	3.40360	3.07995	3.00870	2.91985	2.78507	3.30122	2.59955	2.70081	2.34779	2.74045	2.81313	1.89861	2.83678	3.08334	2.76301	1.83876	2.33677
200022_st	3.74614	2.86266	3.18154	2.38735	4.05020	3.45350	2.79362	3.81896	3.03911	3.40446	3.26017	2.91545	3.03336	3.19904	3.04686	3.27420	2.63293	2.84741
200023_s_st	1.27795	1.15017	0.99137	1.44901	0.67154	1.24979	1.01341	1.87075	0.81360	1.09045	1.05834	1.09045	1.09027	1.99950	0.91601	1.16299	1.03073	0.80109
200024_st	1.00805	0.83649	1.11479	0.97642	1.01509	1.59942	1.57546	0.65783	1.15717	1.50428	0.38826	1.45809	1.09496	1.64786	1.55495	1.19534	1.00829	0.93935
200025_s_st	1.91276	1.69853	1.27094	1.50444	1.48325	1.44455	1.41245	1.35299	1.28901	1.96732	2.06949	1.47807	1.16131	1.61851	1.61977	1.10986	1.64996	1.29573
200026_st	3.45380	2.80331	3.22472	3.16331	3.61447	3.57818	3.50994	3.56623	3.59920	3.40877	2.66657	3.15023	3.51352	2.51234	3.09720	3.00581	3.16446	2.86391
200027_st	1.13608	1.42331	1.18642	1.38117	1.05739	1.35769	1.48243	1.43711	1.42331	1.32793	1.78985	1.07717	1.22492	1.19948	1.87504	1.41144	1.48738	1.19188
200028_s_st	0.65069	0.60388	0.53253	1.15620	0.84728	0.33658	0.43593	0.86167	0.80807	0.57744	0.50375	0.44273	0.36066	0.65069	0.64218	0.34849	0.63077	0.80807
200029_st	5.92349	5.44835	5.49343	5.73588	5.97339	5.71000	5.83482	6.12567	5.94612	5.92691	6.06248	6.19830	6.03095	6.10044	6.26742	6.31338	5.78754	5.93379
200030_s_st	1.32063	1.75135	1.41811	1.51542	0.88300	1.84181	0.72626	1.08026	1.06472	1.56035	0.98709	0.77625	1.07638	0.85452	1.19997	1.05681	1.17530	0.99450
200031_s_st	4.14009	4.25103	4.02171	3.86642	4.28997	4.11412	4.01617	4.81890	4.01617	4.19800	3.85701	4.01617	3.91170	4.01165	4.05646	3.86248	3.66361	3.62676
200032_s_st	0.95041	0.76291	0.87215	0.80487	0.87014	1.00302	1.01795	0.65783	1.71143	0.71649	1.04387	1.47317	1.11470	1.04603	1.53009	1.05975	1.43181	1.57915
200033_st	0.36080	0.81803	1.35950	0.62781	0.69728	0.76172	0.44087	0.32997	0.97373	0.31797	0.50375	0.42339	0.31086	1.04395	0.19386	0.55821	0.17664	0.34942
200034_s_st	2.62214	2.51037	2.77808	3.03051	2.92489	2.68509	3.16431	2.97090	2.81618	2.69845	2.75857	2.74635	2.96106	3.32966	3.45060	3.04581	2.70009	2.77366
200035_st	0.65783	0.62533	0.58420	0.90383	0.81823	0.94243	0.88862	0.79560	0.96138	0.69604	1.03262	1.24201	1.12286	0.73677	1.26825	0.37285	1.13906	1.02376
200036_s_st	2.00101	2.12884	2.18988	1.91115	2.24255	2.37834	2.59471	1.88994	1.95257	1.77827	3.28760	1.99160	2.09284	1.97549	2.30317	1.35555	2.30317	2.14427
200037_s_st	0.88878	1.12989	1.21943	0.69152	1.10478	1.31457	0.81179	0.88191	0.73930	0.76527	0.92174	0.66292	0.97614	0.63900	0.94392	0.63990	0.86248	0.87250
200038_s_st	1.56584	2.27438	2.05927	1.99017	2.20431	1.95475	2.11030	2.26523	2.22852	2.23192	1.38623	1.71956	2.02342	2.38433	1.92650	2.06428	2.28443	1.74120
200039_s_st	1.85367	1.34332	1.55346	1.09928	0.97110	0.78997	1.49165	1.12286	1.62371	0.98311	1.48985	1.44671	1.81001	1.40967	1.01450	0.69231	1.05234	0.93323
200040_st	0.83573	0.78799	0.72433	1.26230	0.42501	0.48152	0.82963	1.00536	1.19786	0.63130	0.34611	0.97430	0.46107	1.10763	1.43385	0.78409	0.59176	0.81790
200041_s_st	0.70178	0.62449	0.72012	0.98057	0.65783	1.08372	1.30143	1.01879	0.93284	0.86164	0.79001	0.93970	0.78035	1.19132	0.70707	1.01621	0.78035	1.07153
200042_st	0.65783	0.64720	0.93502	1.01471	0.49150	0.46504	0.57614	0.74435	0.48252	1.06195	0.67673	0.34611	0.97903	0.61861	0.63639	0.54555	0.57574	0.92710
200043_st	0.30792	0.74321	0.78929	0.92556	0.67552	0.36408	0.48698	0.61972	0.96466	0.66732	0.84251	0.36157	0.58295	0.48014	0.71745	0.41384	1.52678	0.79263
200044_st	0.90795	0.64386	0.63474	1.17145	1.71724	0.45082	1.21087	0.75437	0.96497	1.04772	0.56555	1.11615	0.53441	0.72602	1.21087	0.90087	1.05018	0.83953
200045_st	0.42715	0.58319	0.54492	0.45294	0.94077	0.78982	0.68524	1.12133	1.09735	0.90459	0.77418	0.88310	1.52370	0.37057	1.07481	0.30579	0.61232	0.97441
200046_st	1.15017	0.69905	0.72521	0.52862	0.88021	1.15017	0.63293	0.81081	0.78873	0.99413	0.75855	0.56616	0.93899	0.69397	1.02290	0.64627	0.92573	0.48335
200047_s_st	0.39412	0.22041	0.22032	0.93935	0.39039	0.85759	0.50087	0.87561	0.62449	0.34112	0.65783	0.49216	0.40738	0.33712	0.59426	0.68833	0.54808	0.53968
200048_s_st	1.15017	0.97883	1.15017	1.34784	0.89165	0.42183	0.68695	1.09236	0.97920	0.70237	0.61368	0.90030	1.07929	0.90030	1.12080	0.75687	0.98657	0.84418
200049_st	0.90159	0.71596	0.85745	0.72724	0.60649	0.67093	0.73851	0.87766	0.72160	0.85097	0.76594	0.77607	0.53738	0.75166	0.80774	0.92751	0.68179	0.52276
200050_st	0.41779	0.54729	0.62449	0.50588	0.71308	0.78575	0.84911	0.88157	0.49285	0.85097	0.80593	0.60573	0.65979	1.00841	0.95015	0.64963	0.87769	0.85634
200051_st	1.38631	1.82770	1.46863	1.91707	1.27674	2.48359	1.62549	1.23198	1.86035	1.38490	1.72702	1.63193	1.58813	2.22443	2.44338	2.60777	2.01330	2.50780
200052_s_st	0.55675	0.62449	0.31576	0.93935	0.53666	0.64491	0.50662	1.10994	0.62556	0.85097	0.64491	0.64491	0.80578	0.78468	0.70452	1.18364	0.36677	0.96160
200053_st	0.39473	0.89399	0.95777	0.50230	0.53571	0.65783	0.51890	0.95420	0.65417	0.50078	0.60431	0.52623	0.40318	0.95276	0.63980	1.62371	0.57816	0.83755
200054_st	0.84965	0.92093	0.50389	0.33658	0.44038	0.56446	0.55566	0.50599	1.10971	0.39840	0.70783	0.75352	0.57001	1.30105	0.73863	0.38477	0.55488	0.93935
200055_st	1.98862	1.57768	1.78289	1.80196	1.97182	1.52137	1.75677	1.68600	0.85018	1.55062	2.12517	0.93522	1.65784	1.25592	1.05524	0.72374	1.23693	1.60161
200056_s_st	0.65475	0.55949	0.70395	0.58299	0.70654	0.65783	0.49318	0.28896	0.67034	0.42556	0.50375	0.64842	0.45976	0.71994	0.82228	0.93042	0.43374	0.51371
200057_s_st	0.48313	0.52398	0.35114	0.68767	0.36701	0.81331	0.52465	0.82277	0.61885	0.65030	0.36975	0.64738	1.07155	0.80558	0.46102	0.54555	0.91505	0.51277
200058_s_st	0.59393	0.98616	0.81307	0.63614	1.25220	0.50475	0.87814	0.85324	1.35622	1.26262	1.26262	0.56750	1.09609	1.10402	0.92218	0.58032	0.52521	0.51720
200059_s_st	1.17509	0.62969	0.62449	0.67268	0.38785	0.53641	0.58637	0.92140	0.36188	0.73243	0.66840	0.62546	0.76527	0.73243	0.57100	0.86058	0.48358	0.64842
200060_s_st	2.15875	0.46505	0.77965	0.71647	0.49194	0.97290	1.23577	1.63676	1.20943	1.11311	1.15149	1.36855	1.11111	0.89043	0.71745	0.72755	0.56988	0.58411
200061_s_st	6.26613	5.59477	5.88830	5.76229	6.13085	5.71695	6.07166	6.04899	5.71279	5.98220	5.42026	5.03692	5.23147	5.18583	5.43996	5.71334	5.18411	5.38463
200062_s_st	1.72875	1.34803	1.53377	1.30388	1.48539	1.76978	2.20904	1.66720	1.70273	1.62925	1.62698	1.84762	1.64853	1.66289	1.22494	1.80232	1.71011	1.73391
200063_s_st	0.96949	0.46504	1.09634	1.02684	1.46970	0.57342	0.67015	0.61259	0.80109	0.79157	1.75500	1.08467	1.05874	0.79050	0.68674	1.24562	0.74301	1.30824
200064_st	1.11732	1.57624	1.35749	1.23702	1.11017	0.78513	1.36000	1.69540	0.91393	1.27816	0.95609	1.02972	1.57174	0.41512	0.46730	0.70075	0.60315	0.94090
200065_s_st	1.13356	1.26040	0.87381	1.36539	0.98799	1.11427	1.17432	1.10615	1.12424	1.10029	1.34434	1.47317	1.18337	0.68032	1.30979	0.91464	1.09124	1.14817
200066_st	1.37363	1.31314	1.01683	0.84118	1.33260	0.72705	1.39138	0.68360	1.76517	0.56281	0.60707	0.52161	0.91263	0.84583	1.41825	0.97166	0.95079	1.45870
200067_x_st	0.51150	0.37437	0.43857	0.63835	0.67703	0.97920	0.82733	1.10525	0.47418	0.51150	1.14559	0.38965	0.39653	0.87498	1.15879	0.91954	0.16026	0.59032
